coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Jul 28 09:02:20 +0000 2021,koronawirus,,https://wroclife.pl/nasze-miasto/koronawirus-wroclaw-2020/koronawirus-dolny-slask-27-lipca-2021-2/,0,1420308632323993604,,,,pl,,false,,0,,,"<a href=""http://wroclife.pl"" rel=""nofollow"">wroclife-app</a>","Koronawirus we Wrocławiu, na Dolnym Śląsku, w Polsce [RAPORT 28.07] 
#koronawirus
https://t.co/uqhq7npyn0",https://twitter.com/Wroclife/status/1420308632323993604,Tue Nov 17 12:41:48 +0000 2015,4209747149,false,Wrocławski portal i magazyn,57,566,129,5,"Wrocław, Polska",Wroclife,Wroclife,3658,,https://wroclife.pl,false
,Wed Jul 28 09:34:09 +0000 2021,Gut RozmowaRMF koronawirus,,,0,1420316638302375941,,,,pl,,,,41,1237637032467402752,Rozmowa_RMF,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","💬 prof. Włodzimierz #Gut, wirusolog w #RozmowaRMF: Czym się różni #koronawirus od zwykłego przeziębienia czy grypy? Nazwą",https://twitter.com/wojciech_strach/status/1420316638302375941,Tue Jul 25 09:01:13 +0000 2017,889772515052138496,false,"Polak, patriota, Sławianin,",69779,288,137,1,"Jaworze, Polska",Wojciech Strach,wojciech_strach,41170,,http://agroturystyka-pod-cisem.com.pl,false
,Wed Jul 28 09:31:02 +0000 2021,koronawirus,,,0,1420315855850725377,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/NFZ_GOV_PL/status/1420315855850725377,Fri Jan 29 10:33:28 +0000 2016,4829904913,false,Finansujemy zdrowie Polaków | Oficjalny profil NFZ | #⃣ #DietyNFZ #ZdroweDane #Profilaktyka40Plus | 📞 Bezpłatne infolinie: 800 190 590 #NFZ i 989 #SzczepimySię,8650,41575,1016,94,Polska,Narodowy Fundusz Zdrowia,NFZ_GOV_PL,11726,,https://linktr.ee/NFZ_GOV_PL,true
,Wed Jul 28 10:20:03 +0000 2021,,,https://tvn24.pl/biznes/z-kraju/koronawirus-jaroslaw-gowin-o-obostrzeniach-dla-zaszczepionych-przeciw-covid-19-5159611,5,1420328188215971847,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Wcześniej wicepremier zadeklarował poparcie apelu przedsiębiorców o niezwłoczne przyjęcie przepisów umożliwiających ochronę przed lockdownem.

https://t.co/ZT9pkrvdFs",https://twitter.com/TVN24BiS/status/1420328188215971847,Thu Oct 03 13:03:25 +0000 2013,1930622304,false,"Z pasją o świecie. Obserwuj także: @tvn24, @FaktyTVN.",1735,119126,91,452,Polska,TVN24 BiS,TVN24BiS,60431,,http://tvn24bis.pl/,true
,Wed Jul 28 10:47:00 +0000 2021,wieszwięcej,,https://www.tvp.info/55090607/niemcy-duze-zmiany-dla-podrozujacych-na-granicy-obowiazkowe-testy-koronawirus-w-niemczech,1,1420334970870980610,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Już od niedzieli mają zmienić się zasady przekraczania niemieckiej granicy
#wieszwięcej https://t.co/ZoL9KL6NKQ",https://twitter.com/tvp_info/status/1420334970870980610,Mon Jun 15 09:00:38 +0000 2009,47295451,false,https://t.co/XzEjWNxvDI #wieszwiecej - najświeższe informacje z kraju i ze świata. Telefon interwencyjny: 601600100,1126,738142,1889,1113,Warszawa,tvp.info 🇵🇱,tvp_info,284519,,,true
,Wed Jul 28 10:26:14 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/aktualnosci/news-singapur-koronawirus-rozprzestrzenia-sie-wsrod-zaszczepionyc,nId,5378288",26,1420329747524030470,K_Smiszek,1420328102601924608,3025432383,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@K_Smiszek Obostrzenia powinny objąć także zaszczepionych, ponieważ oni również transmitują wirusa!
https://t.co/UeSLUsjEE1",https://twitter.com/RobertBe15/status/1420329747524030470,Sun Dec 27 12:55:56 +0000 2020,1343178737316192258,false,Aptekarz w Paderborn.,15050,627,622,16,,Samowar carski,RobertBe15,15822,,,false
,Wed Jul 28 09:10:28 +0000 2021,koronawirus,https://twitter.com/MZ_GOV_PL/status/1420304268393807877/photo/1,,0,1420310676623536128,,,,pl,,false,,10,1420304268393807877,MZ_GOV_PL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","📊 W ciągu doby wykonano ponad 39,1 tys. testów na #koronawirus. https://t.co/FmVByR4JaX",https://twitter.com/Michal7PL/status/1420310676623536128,Sun Nov 05 17:24:29 +0000 2017,927225117922463744,false,"Katolik, Jan Paweł II, Powstania Śląskie, rotmistrz Pilecki, Żołnierze Wyklęci, AK, NSZ, historia, film, muzyka, siatkówka, piłka nożna, PiS i PAD...",65818,2676,2310,3,"Górny Śląsk, Polska",Michał ✝🇵🇱 #BabiesLivesMatter,Michal7PL,49645,,http://www.listawykletych.pl,false
,Wed Jul 28 09:40:15 +0000 2021,koronawirus Tadżykistan,,https://kierunekkaukaz.pl/2021/07/27/rodzina-prezydenta-tadzykistanu-bolesnie-dotknieta-przez-covid-19/,0,1420318174432665601,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W ostatnich tygodniach wielu krewnych prezydenta Tadżykistanu Emomali Rahmona było hospitalizowanych z objawami #koronawirus. Kilku niestety zmarło. #Tadżykistan 🇹🇯

https://t.co/RnXpY2wMwI",https://twitter.com/kierunekkaukaz/status/1420318174432665601,Sun Oct 13 08:06:53 +0000 2019,1183292969614532608,false,Kaukaz Południowy i Azja Centralna w jednym miejscu! - https://t.co/7pj790KguW 🇦🇲🇦🇿🇬🇪🇰🇬🇰🇿🇹🇯🇹🇲🇺🇿,15721,792,502,6,"Warszawa, Polska",Kacper Ochman,kierunekkaukaz,4304,,http://kierunekkaukaz.pl/,false
,Wed Jul 28 09:31:12 +0000 2021,,,https://www.wprost.pl/10475105,0,1420315897558929409,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","W tym kraju bez rządu, inni muszą brać za wszystko odpowiedzialność. Taki strach przed suwerenem. https://t.co/2RvqC7TcNY",https://twitter.com/_Vojvo_/status/1420315897558929409,Wed Jun 05 21:40:54 +0000 2013,1486096568,false,"If a man pays back evil for good, evil will never leave his house.",11997,253,1337,0,"Wielkopolskie, Polska",Sebastian,_Vojvo_,13258,,,false
,Wed Jul 28 10:26:50 +0000 2021,,,https://wiadomosci.tvp.pl/55090865/koronawirus-polska-i-swiat,1,1420329897298436098,,,,pl,,false,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Koronawirus: Polska i świat
https://t.co/L74KvOGjYk",https://twitter.com/WiadomosciTVP/status/1420329897298436098,Tue Sep 18 14:16:28 +0000 2012,831151718,false,,1665,105982,619,319,,WiadomościTVP,WiadomosciTVP,40349,,http://wiadomosci.tvp.pl,false
,Wed Jul 28 09:31:16 +0000 2021,,,,0,1420315914986266624,,,,pl,,,,8,1420263961879093248,JMiziolek,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dzień dobry 😊 Jak dowiedział się „Wprost” firmy sprawdzą, kto z pracowników się zaszczepił. Projekt na kolejnym posiedzeniu Sejmu. „Pracodawca będzie mógł przesunąć niezaszczepioną osobą na inne stanowisko, bez kontaktu z klientami”. https://t.co/AQ3YBdC75k",https://twitter.com/hytrekprosiecka/status/1420315914986266624,Sat Jan 16 09:27:48 +0000 2010,105427657,false,"Comms, healthcare, economy, sports, politics 📌 Kiedyś TVN24 BIS/CNBC/Fakty TVN 🎙 Co-host podcastu Brandbook",79501,48061,7393,270,Warsaw,KaroHytrek-Prosiecka,hytrekprosiecka,95156,,https://voicehouse.co/audycje/brand-book/,true
,Wed Jul 28 08:33:34 +0000 2021,koronawirus wypłaszczenie,,,2,1420301393542455296,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Narodowe Wypłaszczenie 
@AndrzejDuda 
dzień dwieście osiemdziesiąty siódmy:
1️⃣3️⃣8️⃣❗️3️⃣‼️😨
#koronawirus #wypłaszczenie",https://twitter.com/dydlef/status/1420301393542455296,Sun Oct 11 07:40:19 +0000 2020,1315195460286545921,false,"Przepraszam wszystkich „oburzonych” hejterów i totalną oposycję, podobno to jednak nie jest #opos tylko dydlef wirginijski. Wybaczcie. Mea culpa...",24106,480,582,1,,Dydlef Wirginijski,dydlef,3306,,,false
,Wed Jul 28 08:42:17 +0000 2021,PILNE,,,0,1420303587289206784,,,,pl,,,,6,1420302996957708293,tvn24,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#PILNE | Ministerstwo Zdrowia poinformowało w środę o 138 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort przekazał też, że w ciągu ostatniej doby z powodu COVID-19 zmarły trzy osoby.

Czytaj więcej w @tvn24:
https://t.co/pJ7a9MfU7v https://t.co/0h8eHApLz1",https://twitter.com/faktyoswiecie/status/1420303587289206784,Wed Jun 17 14:26:16 +0000 2015,3331320021,false,Informacje i dyskusje o świecie na antenie @TVN24BiS. Od poniedziałku do piątku o 18:30 i 20:20. Członek rodziny @tvn24.,86,12040,39,56,,Fakty o świecie,faktyoswiecie,19698,,"http://fakty.tvn24.pl/fakty-z-zagranicy,61",false
,Wed Jul 28 08:01:21 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/polska/news-szczepienia-w-polsce-rzecznik-rzadu-beda-nowe-rozwiazania,nId,5385623",2,1420293285738860545,lkwarzecha,1420230644664242179,135529058,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@lkwarzecha Aż się boję pomyśleć co znów za nowe rozwiazania nam zaprezentują..
https://t.co/VN587O9X6C",https://twitter.com/MateuszJuchno/status/1420293285738860545,Thu Feb 14 11:45:37 +0000 2013,1178704921,false,"Magister teologii; hobby: szachy, siatkówka, lubię czasem szepnąć coś o polityce.",4242,89,346,0,,Mateusz Juchno,MateuszJuchno,9338,,,false
,Wed Jul 28 08:42:14 +0000 2021,PILNE,,,0,1420303574916083714,,,,pl,,,,6,1420302996957708293,tvn24,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#PILNE | Ministerstwo Zdrowia poinformowało w środę o 138 nowych, potwierdzonych przypadkach zakażenia koronawirusem. Resort przekazał też, że w ciągu ostatniej doby z powodu COVID-19 zmarły trzy osoby.

Czytaj więcej w @tvn24:
https://t.co/pJ7a9MfU7v https://t.co/0h8eHApLz1",https://twitter.com/tvnwarszawa/status/1420303574916083714,Tue May 12 19:02:00 +0000 2009,39568364,false,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,314319,20,412,Warszawa,TVN Warszawa,tvnwarszawa,77251,,http://www.tvnwarszawa.pl,true
,Wed Jul 28 08:11:09 +0000 2021,koronawirus,https://twitter.com/MZ_GOV_PL/status/1420292946604150784/photo/1,,0,1420295751217856512,,,,pl,,false,,13,1420292946604150784,MZ_GOV_PL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",📊 Dzienny raport o #koronawirus. https://t.co/Q4zAxPa0rm,https://twitter.com/MedicalpressPL/status/1420295751217856512,Mon Sep 16 08:03:18 +0000 2019,1173507399296200704,false,"Portal internetowy poświęcony szeroko pojętej ochronie zdrowia. system, pacjent, rynek, legislacja, samorządy, zdrowie w UE i na świecie.",2044,1851,2378,17,Warszawa,medicalpress.pl,MedicalpressPL,4522,,http://www.medicalpress.pl,false
,Wed Jul 28 08:33:02 +0000 2021,koronawirus Mazowsze COVID19,,https://twitter.com/MZ_GOV_PL/status/1420300665381851143,0,1420301260067164160,,,,pl,,false,1420300665381851143,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🔴 18 nowych zakażeń #koronawirus na #Mazowsze, 138 w całej Polsce. Minionej doby odnotowano trzy śmiertelne przypadki zachorowania na #COVID19 https://t.co/Tqa6sx5py0",https://twitter.com/rdcpolskieradio/status/1420301260067164160,Wed Sep 22 15:27:55 +0000 2010,193735706,false,"Największa stacja radiowa na Mazowszu. Warszawska rozgłośnia Polskiego Radia z ośrodkami w Radomiu, Płocku, Ciechanowie, Ostrołęce i Siedlcach #RDC",5320,7043,483,90,Warsaw,Polskie Radio RDC,rdcpolskieradio,61663,,http://www.rdc.pl,false
,Wed Jul 28 08:12:45 +0000 2021,,,https://www.wprost.pl/swiat/10475055/koronawirus-polacy-z-wietnamu-blagaja-rzad-przyslijcie-szczepionki.html,0,1420296154575740928,,,,pl,,false,,1,1420066465731026945,TomaszPiasecki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Serdeczna prośba do koleżanek i kolegów z @__Lewica o przyjrzenie się tematowi.

https://t.co/wSU1fhU6xL",https://twitter.com/szym_bartosz/status/1420296154575740928,Sun Oct 25 19:42:35 +0000 2015,4041106523,false,"Cudza wolność w ogóle jest kłopotliwa. Ci, którzy cieszą się wolnością, zazwyczaj nie chcą przyznać jej innym.
O.T.",54837,1631,1415,1,,Bartek_Sz #NoOneIsIllegal,szym_bartosz,20921,,,false
,Wed Jul 28 08:45:16 +0000 2021,koronawirus,,,0,1420304337931276288,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/JuliaGlowin/status/1420304337931276288,Tue Sep 12 18:07:00 +0000 2017,907666870186242048,false,"Niektórzy zapominają, że to Jezus jest Panem.",243442,1795,2482,5,Polska,Julia Głowinkowska,JuliaGlowin,107580,,,false
,Wed Jul 28 08:46:44 +0000 2021,,,,0,1420304706115674112,,,,pl,,,,122,1419659194014310407,JSaryuszWolski,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","„Wiele wskazuje na to, że wstrzymywanie decyzji w sprawie pl Planu Odbudowy służy  Brukseli jako środek nacisku ws ostatecznego
orzeczenia TK”

&gt; KE, władza wykonawcza UE dopuszcza się niedozwolonego
i bezprawnego nacisku na władzę sądowniczą  Państwa Czł
 https://t.co/FjORIPeUHC",https://twitter.com/Magda94398664/status/1420304706115674112,Thu Dec 06 07:48:23 +0000 2018,1070585732627075073,false,☀️🇵🇱,81313,813,935,1,,Magda,Magda94398664,54076,,,false
,Wed Jul 28 08:30:42 +0000 2021,,,http://www.gov.pl/raport-zakazen,26,1420300671354642432,MZ_GOV_PL,1420300669819531265,462886126,pl,,false,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jednocześnie zachęcamy do korzystania ze strony internetowej https://t.co/JSvXiQgyhU, prezentującej codzienne raporty zakażeń od poziomu danych ogólnopolskich do poziomu danych powiatowych.",https://twitter.com/MZ_GOV_PL/status/1420300671354642432,Fri Jan 13 13:40:29 +0000 2012,462886126,false,Oficjalny profil Ministerstwa Zdrowia,3336,505171,1169,684,Polska,Ministerstwo Zdrowia,MZ_GOV_PL,15986,,http://www.gov.pl/zdrowie,true
,Wed Jul 28 08:37:50 +0000 2021,,,,0,1420302464352493572,,,,pl,,,,2,1420300987940622339,ma_drza,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Clapton bardzo odchorował przyjęcie  szczepionki. Mimo to nie akceptuje segregacji ludzi według szczepień i nie będzie  koncertował w Wielkiej  Brytanii. Da koncerty  w USA, w Teksasie, bo tam normalnie traktuje się ludzi. 
https://t.co/7j42d4TMj1",https://twitter.com/AlicjaJesz/status/1420302464352493572,Sat Jan 16 21:40:27 +0000 2010,105599155,false,Polska jest dla mnie najważniejsza! I tak od pokoleń w mojej rodzinie! Związek Żołnierzy Narodowych Sił Zbrojnych. Obóz Narodowo-Radykalny. Ksenofob.,142095,7666,1381,40,,ZawszeFrantiscaFranco,AlicjaJesz,242079,,,false
,Wed Jul 28 08:41:09 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/polska/news-koronawirus-w-polsce-dane-ministerstwa-zdrowia-28-lipca,nId,5385557",0,1420303302412181507,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ministerstwo podało najnowsze dane. W porównaniu do ubiegłego tygodnia wzrosła liczba nowych zakażeń.
https://t.co/puDHfy7bjz",https://twitter.com/Int_Wydarzenia/status/1420303302412181507,Tue May 12 11:37:57 +0000 2009,39480709,false,"Najnowsze i najważniejsze wiadomości ze świata polityki, gospodarki, kultury i sportu",413,39551,363,253,"Kraków, Poland",Interia,Int_Wydarzenia,105234,,http://wydarzenia.interia.pl,false
,Wed Jul 28 08:26:55 +0000 2021,,,,0,1420299719583076352,,,,pl,,,,5,1420268839909171202,tvn24,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Włoski Instytut Służby Zdrowia poinformował, że około 99 procent osób zmarłych w kraju na COVID-19 od lutego tego roku nie otrzymało pełnej dawki szczepionki na koronawirusa.

Przeczytaj więcej w @tvn24:
https://t.co/2vrGuovFlU",https://twitter.com/aliszka_b/status/1420299719583076352,Sun Jan 22 14:39:42 +0000 2017,823178327871655937,false,"Analityk IT, fotograf, fanka dywinacji. Brzydzę się dogmatami bo zaburzają percepcję. 
(Sth)",196797,1771,1586,6,Polska,Aliszka ✌️,aliszka_b,64209,,,false
,Wed Jul 28 07:56:01 +0000 2021,,,"https://wydarzenia.interia.pl/raporty/raport-koronawirus-chiny/aktualnosci/news-wielka-brytania-minister-zapowiada-ograniczenia-dla-niezaszc,nId,5385536",0,1420291941099507712,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Jeśli świadomie odmawiasz szczepienia, a są pewne miejsca i pewne wydarzenia, które wymagają pewnego poziomu bezpieczeństwa, to znając warunki, na jakich można dostać się do tych miejsc i na te wydarzenia, będą one dla ciebie zamknięte""
https://t.co/EPISSEHiCH",https://twitter.com/leszekrez/status/1420291941099507712,Sun Jul 31 11:29:56 +0000 2011,345910377,false,"Liberté, égalité, fraternité....",88075,1239,1598,3,małopolska,Leszek Rez ⚡️#SilniRazem,leszekrez,24238,,,false
,Wed Jul 28 08:35:49 +0000 2021,,,https://www.wprost.pl/10475239,1,1420301956938190849,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Koronawirus w Polsce. Tak wielu nowych zakażeń nie było od dawna https://t.co/Bwk0WFRnth,https://twitter.com/TygodnikWPROST/status/1420301956938190849,Fri Feb 26 10:30:21 +0000 2010,117707065,false,Kliknij w link! Poznaj Wprost PREMIUM ⬇️ #Wprost,6853,421608,1500,778,Poland,WPROST.pl,TygodnikWPROST,176974,,https://premium.wprost.pl/,false
,Wed Jul 28 08:24:18 +0000 2021,,,,0,1420299061920505865,,,,pl,,,,5,1420291577491206145,TygodnikWPROST,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@a_niedzielski w jednej z najsłabiej zaszczepionych gmin. @AndrzejDuda miał tam 91 proc. poparcia. „Pewnie przypadek”.
https://t.co/z80R5if2ub",https://twitter.com/rtoipikswelisaw/status/1420299061920505865,Thu Mar 22 22:19:16 +0000 2012,533573399,false,Niepracujący gentleman,161184,2037,2290,10,"Warszawa, Polska",Piotr Wasilewski 🇵🇱 ⚡ ***** ***,rtoipikswelisaw,130889,,,false
,Wed Jul 28 08:38:38 +0000 2021,,,http://naszglospoznanski.pl/koronawirus-w-wielkopolsce-dzisiejsze-dane-129/,0,1420302666387886080,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Koronawirus w Wielkopolsce – dzisiejsze dane: https://t.co/WT8szGFc5p,https://twitter.com/RedakcjaNGP/status/1420302666387886080,Fri Feb 10 13:20:11 +0000 2012,488443507,false,"„Nasz Głos Poznański” to bezpłatny dwutygodnik, który trafia do mieszkańców Poznania i 19 okolicznych gmin.",128,1917,855,16,Powiat poznański,Nasz Głos Poznański,RedakcjaNGP,11873,,http://www.naszglospoznanski.pl/,false
,Wed Jul 28 08:33:38 +0000 2021,Koronawirus wieszwięcej,,https://www.tvp.info/55089362/koronawirus-w-polsce-nowe-dane-ministerstwa-zdrowia-z-dzisiaj-28-lipca-sroda-nowe-przypadki-zakazenia-statystyki-covid-19-liczba-zgonow-28072021,2,1420301410881744897,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Koronawirus w Polsce. Raport o epidemii
#wieszwięcej https://t.co/TQBqQCWQTq",https://twitter.com/tvp_info/status/1420301410881744897,Mon Jun 15 09:00:38 +0000 2009,47295451,false,https://t.co/XzEjWNxvDI #wieszwiecej - najświeższe informacje z kraju i ze świata. Telefon interwencyjny: 601600100,1126,738142,1889,1113,Warszawa,tvp.info 🇵🇱,tvp_info,284519,,,true
,Wed Jul 28 08:32:03 +0000 2021,koronawirus,,https://twitter.com/MZ_GOV_PL/status/1420300665381851143,0,1420301010589847555,,,,pl,,false,1420300665381851143,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",📊 Dzienny raport o #koronawirus https://t.co/TtWAHH4oUy,https://twitter.com/MUW_RP/status/1420301010589847555,Mon Apr 11 12:58:51 +0000 2016,719510021143453696,false,Oficjalny profil Mazowieckiego Urzędu Wojewódzkiego. Konto prowadzi Oddział Prasowy MUW.,179,1224,93,9,"Mazowieckie, Polska",Mazowiecki UW,MUW_RP,5062,,https://www.gov.pl/web/uw-mazowiecki,false
,Wed Jul 28 08:03:07 +0000 2021,koronawirus,https://twitter.com/MZ_GOV_PL/status/1420292946604150784/photo/1,,0,1420293727281684481,,,,pl,,false,,13,1420292946604150784,MZ_GOV_PL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",📊 Dzienny raport o #koronawirus. https://t.co/Q4zAxPa0rm,https://twitter.com/rdcpolskieradio/status/1420293727281684481,Wed Sep 22 15:27:55 +0000 2010,193735706,false,"Największa stacja radiowa na Mazowszu. Warszawska rozgłośnia Polskiego Radia z ośrodkami w Radomiu, Płocku, Ciechanowie, Ostrołęce i Siedlcach #RDC",5320,7043,483,90,Warsaw,Polskie Radio RDC,rdcpolskieradio,61663,,http://www.rdc.pl,false
,Wed Jul 28 08:31:02 +0000 2021,koronawirus,,,0,1420300755320418306,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/KasiakMarek/status/1420300755320418306,Wed Jul 09 22:06:53 +0000 2014,2692735689,false,Lubię podróże i wędrówki.,204357,5528,4107,28,Warszawa Polska i nie tylko ,Marek Kasiak,KasiakMarek,272425,,,false
,Wed Jul 28 08:43:31 +0000 2021,koronawirus,,,0,1420303896711417856,,,,pl,,,,36,1420300665381851143,MZ_GOV_PL,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mamy 138 nowych i potwierdzonych przypadków zakażenia #koronawirus z województw: małopolskiego (20), śląskiego (20), mazowieckiego (18), pomorskiego (13), lubelskiego (10), wielkopolskiego (9), warmińsko-mazurskiego (7), dolnośląskiego (6), podkarpackiego (6),",https://twitter.com/MedicalpressPL/status/1420303896711417856,Mon Sep 16 08:03:18 +0000 2019,1173507399296200704,false,"Portal internetowy poświęcony szeroko pojętej ochronie zdrowia. system, pacjent, rynek, legislacja, samorządy, zdrowie w UE i na świecie.",2044,1851,2378,17,Warszawa,medicalpress.pl,MedicalpressPL,4522,,http://www.medicalpress.pl,false
,Wed Jul 28 08:07:11 +0000 2021,koronawirus,https://twitter.com/MZ_GOV_PL/status/1420292946604150784/photo/1,,0,1420294753321684994,,,,pl,,false,,13,1420292946604150784,MZ_GOV_PL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",📊 Dzienny raport o #koronawirus. https://t.co/Q4zAxPa0rm,https://twitter.com/Karolin01386392/status/1420294753321684994,Sun Mar 15 09:07:42 +0000 2020,1239115994636967938,false,,5859,21,263,0,"Łódź, Polska",Karolina,Karolin01386392,5945,,,false
,Wed Jul 28 07:54:34 +0000 2021,,,https://www.wprost.pl/10475169/,46,1420291577491206145,,,,pl,,false,,5,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",".@a_niedzielski w jednej z najsłabiej zaszczepionych gmin. @AndrzejDuda miał tam 91 proc. poparcia. „Pewnie przypadek”.
https://t.co/z80R5if2ub",https://twitter.com/TygodnikWPROST/status/1420291577491206145,Fri Feb 26 10:30:21 +0000 2010,117707065,false,Kliknij w link! Poznaj Wprost PREMIUM ⬇️ #Wprost,6853,421608,1500,778,Poland,WPROST.pl,TygodnikWPROST,176974,,https://premium.wprost.pl/,false
,Wed Jul 28 08:35:44 +0000 2021,,,https://dorzeczy.pl/zdrowie/192938/koronawirus-w-polsce-dane-z-28-lipca.html,1,1420301938629951491,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@MZ_GOV_PL: Mamy 138 nowych i potwierdzonych przypadków zakażenia koronawirusem  

https://t.co/KT3bOHAAsz",https://twitter.com/DoRzeczy_pl/status/1420301938629951491,Thu Jan 10 13:08:34 +0000 2013,1076576528,false,"Tygodnik ""Do Rzeczy"" oraz portal DoRzeczy.pl",3737,107789,704,368,"Warszawa, Polska",DoRzeczy,DoRzeczy_pl,117481,,http://www.dorzeczy.pl,false
